conceptType,conceptUri,skillType,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d1b0108-3d56-45e2-bf0a-dca06a8ee5e3,knowledge,bioethics,"bio-ethics
ethics in biotechnology
implications of ethical issues in biotechnology
ethical issues in biotechnology and medicine",The implications of various ethical issues related to the new advancements in biotechnology and medicine such as human experimentation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d4b74b0-1a48-48ec-a3cd-26cca0c212a3,knowledge,biological chemistry,"analysis of chemical processes in relation to biological macromolecules
analysis of chemical and biological interactions",Biological chemistry is a medical specialty mentioned in the EU Directive 2005/36/EC.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d58c862-1100-438a-bea7-34e0c2a36055,knowledge,analytical methods in biomedical sciences,"analytical methods in biomedical science
analytical method in biomedical sciences
mathematical and analytical methods in biomedical science
research methods in biomedical science","The various research, mathematical or analytical methods used in biomedical sciences."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d7855f1-e7a9-42ad-bf0a-971591801831,knowledge,aviation English,"pilot's English
English for aviation operations
flight English
English for aviation
English for aviation purposes
pilot English
civil aviation English","The de facto international language of civil aviation in English, used in actual situations on board aircraft, in airports, and elsewhere in the aviation chain."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,knowledge,solution deployment,,"The technologies and standards to be used during the installation, deployment and maintenance of software characteristics."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ddbdcfe-f99e-4a46-a2c4-f21854161e60,knowledge,graphite,"carbon application
graphite crystals
carbon crystals
carbon crystal
graphite crystal","Various qualities and applications of graphite, a crystalline form of carbon characterised by a high degree of natural strength and stiffness."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1de3942b-99d8-41e8-9ef0-fbc9e9f6307b,knowledge,Drupal,,"The open-source web-based software system written in PHP, used for creating, editing, publishing and archiving blogs, articles, web pages or press releases, which requires a higher level of technical understanding of HTML, CSS and PHP."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e1b2e9d-7254-4389-a432-433a932ee1ae,knowledge,shipping industry,"sailing industry
shipping  business
shipping trade
freight industry
cargo business","The different services such as liner services, maritime transportation and shipload services offered by maritime organisations and the shipping market including the sale of vessels, goods or commodities."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee,knowledge,energy,"energies
fuel","Power capacity in the form of mechanical, electrical, heat, potential, or other energy from chemical or physical resources, which can be used to drive a physical system."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e3e0736-6d4a-4a65-8787-1fa16bff5660,knowledge,explosives,"blasting techniques
blasting materials
charge of explosive
explosive charge
explosive materials
pyrotechnic materials
reactive substance
pyrotechnics","Behaviour of explosives, pyrotechnics and blasting techniques. Associated risks and legal requirements."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e9bd245-3118-45e0-83e4-751f2ce556e5,knowledge,alcoholic beverage products,"alcohol product beverage
alcoholic beverage products
alcoholic beverages and their properties
alcoholic beverages","The origin and composition of alcoholic beverages and cocktails, the way to match them with food and the way they have to be poured."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1edc9d4c-66b5-4268-9b7c-917d3e4b4dc7,knowledge,expert services in clinical psychology,"clinical psychology expert services
high quality services provided in clinical psychology
expert service in clinical psychology
expert services in clinical psychology field",Body of services provided in the clinical psychology field such as psychotherapy or cognitive behavioral therapy.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f56f042-27cd-4ef0-8a57-28860af950e7,knowledge,photonics,"technology of photonics
field of photonics
physics of photonics
phenomena involving light particles
physics of light particles
science of photonics
study of light particles","The science and technology of generating, controlling and detecting particles of light. It explores phenomena and applications in which light is used to transfer or process information, or to physically alter materials."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f62da1b-5968-4336-a2c0-5f05581ebe00,knowledge,astrology,"stargazing
horoscopy",The study of the movements and positions of celestial bodies and interpretation of these to predict natural earthly occurrences and the lives and behaviour of people.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f632076-fd9b-4b18-a9a2-b59a59181d3e,knowledge,urban planning law,"urban planning laws
urban planning norms
urban planning regulation
urban planning rules
urban planning legality
urban planning legislation
urban planning standards","Investments and urban development agreements. Legislative developments regarding construction in terms of environmental, sustainability, social and financial matters."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f67e478-292c-4db6-9f95-ef34f1e4ff9f,knowledge,upholstery tools,"upholstery tool
upholstery appliances
tools for upholstery
upholstery instruments
upholstery devices","Set of tools used for upholstering furniture, walls and floors such as staple gun, foam cutter, staple remover."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f857013-3fbc-4205-b904-fe6506744687,knowledge,leather goods manufacturing processes,"manufacturing processes for leather goods
leatherwear processing operations
leatherwear manufacturing processes
leather goods processing operations
leather goods production processes
leatherwear production processes
manufacturing processes for leatherwear","The processes, technology and machinery involved in the leather goods manufacturing.  "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f88f206-d3ad-419f-a1f9-1bcbdb73e740,knowledge,sexology,"evolution of human sexual activity
characteristics of human sexual activity
sexology studies
knowledge of sexology
studies in sexology","The characteristics and evolution of human sexual activity, sexual orientation and the sexual relationship for various group types such as teenagers, elderly or disabled people."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f8da935-0e8f-4d93-a2f8-2d0f727c7167,knowledge,variety of cheese,"array of cheese
collection of cheese
choice of cheese
cheese variety
diversity of cheese
a variety of cheese
varieties of cheese","Variety of cheeses and the production process behind it. Formulation of cheese by coagulation of the milk protein casein. Classifications of cheese according to criteria such as length of ageing, country or region of origin, texture, methods of making, fat content, suitability for vegetarians and animal from which the milk comes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,knowledge,Malay,"ability to comprehend spoken and written Malay and to speak and write in Malay
Malaysian
competent in Malay",The Malay language.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fdbb8ac-0f77-4261-b28c-6ff6a46ad096,knowledge,rail design engineering,"rail engineering
engineering in railway construction design
railroad design engineering
railway engineering
railway engineering design
engineering for railway design and development
design engineering for railway development
railway design engineering
rail engineering design
design engineering for railway construction","Thoroughly understand the nature of rail design engineering including electrical, civil and mechanical components. Understand principles of engineering contract management and project management."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fea0bc2-a6fa-4fe8-b36f-7a3194f8ed1c,knowledge,electricity principles,"science of electricity
principles of electricity
electric current
resistance
physics of electricity
theory of electricity
electrical current
current
voltage","Electricity is created when electric current flows along a conductor. It entails the movement of free electrons between atoms. The more free electrons are present in a material, the better this material conducts. The three main parameters of electricity are the voltage, current (ampère), and resistance (ohm)."
